"Sequence No." "V" "D" "air density" "Humidity" "I" "S_a" "S_b" "y (% relative to rated power)"
"7818" 8.468947 168.92 1.26032755077512 89.219084 0.0358711419495245 0.0382163305697981 0.128899957987346 27.15
"7819" 8.026205 171.0625 1.26034875094281 88.811442 0.0288020801860904 0.102962730552396 0.168872765284861 22.66
"7820" 7.859559 169.4469 1.25989717923526 86.167204 0.0347452955057657 0.207324950377865 0.185428559048977 21.9066666666667
"7821" 7.71941 165.7489 1.26102639267138 87.461749 0.0255646480754358 0.316368295924271 0.128117136451745 19.9866666666667
"7822" 7.367994 158.647 1.26156009331024 87.906886 0.0359006671286649 0.384796046063562 0.133712678157891 17.5366666666667
"7823" 7.402622 161.0301 1.25923059180614 83.781641 0.0272905330030359 0.426065670587381 0.201979680428369 18.3466666666667
"7824" 7.382429 164.8418 1.25855621085419 83.157576 0.0296608609442773 0.491043677490545 0.233055948956362 19.3666666666667
"7825" 7.597898 163.6998 1.25814384216345 84.644933 0.0334280349644073 0.48427083233628 0.252349937843011 18.6466666666667
"7826" 7.402734 160.9978 1.25701834132324 86.341571 0.0382623500993012 0.475859614341137 0.265149946545605 16.6066666666667
"7827" 7.781032 162.3973 1.25503692140977 85.98431 0.0363933344574344 0.491734941029211 0.314805403324901 20.2833333333333
"7828" 8.095542 159.647 1.25356499428984 85.361636 0.0484522098705683 0.358907854388039 0.333385683195597 25.29
"7829" 8.303135 156.2917 1.25197148142448 84.829415 0.0260599881851855 0.396466420714531 0.42245394490465 23.17
"7830" 8.605103 153.8213 1.25118077252345 85.606022 0.0314350449959751 0.326224613662596 0.378198855166372 29.78
"7831" 9.07224 156.7701 1.24996496354055 85.87243 0.0547681168046701 0.26730080993641 0.329881613751404 31.0366666666667
"7832" 9.033602 157.9896 1.24954445492251 86.090834 0.0519710742182354 0.328859443579591 0.305023596583933 28.3766666666667
"7833" 9.219094 157.6279 1.24801397610704 86.476657 0.0223867876821735 0.206820811944614 0.375734146608361 31.1733333333333
"7834" 9.418011 154.4021 1.2473354452624 87.025541 0.0256242215049441 0.158937194105625 0.399289296671745 37.7233333333333
"7835" 9.924203 155.6126 1.24643823788556 87.994564 0.0308679195699645 0.0891926982682529 0.337970944481316 41.2466666666667
"7836" 10.65186 161.2797 1.24666217616697 91.248779 0.0173608552872456 0.0631434537473196 0.29132012537231 44.2766666666667
"7837" 10.6611 164.1205 1.24659683748291 94.062221 0.0146683738075808 0.0971787007395269 0.244131373188653 42.08
"7838" 10.53532 166.1554 1.24740021259068 95.731282 0.0195011731964478 0.136302187887836 0.272650745799546 41.4866666666667
"7839" 10.21413 169.6537 1.2471801556121 96.779455 0.042222401712138 0.208228506702588 0.300089100491234 49.2766666666667
"7840" 10.82999 176.5531 1.24612448124351 97.34619 0.017584965452415 0.115450343369274 0.285609017440847 42.99
"7841" 9.384328 204.8175 1.23663850417096 99.629003 0.0257660537866963 0.166707571404564 0.261657850381666 36.44
"7842" 8.993296 207.6317 1.23681789337749 99.632176 0.0256174710584418 0.116637933187521 0.336189993509361 43.8666666666667
"7843" 8.477865 208.5338 1.2361926733947 99.623448 0.0279897592141418 0.102383464705546 0.307728813985626 28.28
"7844" 7.992282 206.1591 1.2357087353566 99.386004 0.0205242382588602 0.163513160990313 0.290445896858751 23.61
"7845" 7.626303 200.9857 1.23454360382783 96.324005 0.0235389021390836 0.167059598800895 0.277011198242133 18.43
"7846" 7.534752 200.8793 1.23374779694641 93.30426 0.0544777850684402 0.080044619732062 0.280360131386218 14.2133333333333
"7847" 7.209303 197.0507 1.23291526683705 91.489003 0.0276217825773171 0.0944648262508375 0.218098587314193 11.92
"7848" 6.925989 197.8234 1.2329504968384 91.968257 0.0356878129607194 0.266576745940256 0.191722912887733 18.96
"7849" 7.536516 204.6425 1.23256379505659 91.267821 0.0358005741645078 0.238912974574743 0.259195441544828 9.95
"7850" 7.05666 199.8045 1.23115574537235 88.519642 0.02654865049471 0.073856432890122 0.282347336457466 6.55333333333333
"7851" 6.850092 196.329 1.23049561937733 88.060421 0.0314121474572896 0.0474825473227348 0.238202914142391 8.57333333333333
"7852" 5.693772 183.9567 1.22999792725074 86.888864 0.0421326319353848 0.322413931881 0.138640163165697 6.12
"7853" 5.679 187.8447 1.22996277744136 85.868465 0.0332049656629688 0.341076687789306 0.179045589690022 6.45666666666667
"7854" 6.281845 190.8846 1.22979242257937 84.482471 0.0325425412438543 0.221091057783116 0.252671877605387 5.78
"7855" 5.953653 193.1406 1.22988830379008 85.146408 0.0232744165640826 0.0829244144651882 0.256122334109201 3.34
"7856" 5.920597 173.4983 1.22786178552084 83.012768 0.0343171136289128 0.417540035281063 0.247234066295364 2.35333333333333
"7857" 4.684418 159.7347 1.22973859324902 85.401504 0.0955120999022717 0.453203057852836 0.244881691586789 1.10333333333333
"7858" 5.192215 157.0394 1.22632244553089 81.752937 0.0562971294524591 0.430634884918828 0.195727126184493 8.5
"7859" 5.617314 155.8198 1.22618552354141 80.459977 0.033145984005879 0.352649676740239 0.251076467682662 9.58333333333333
"7860" 5.979604 152.6122 1.2264824117963 80.595862 0.0380820703177 0.104364934597474 0.23682186696984 9.39
"7861" 6.076641 148.8505 1.2252444114115 80.795219 0.0324061434598489 0.196478529867898 0.282111502300384 12.1066666666667
"7862" 5.854403 147.9291 1.22495624369155 80.282242 0.0594941448342384 0.256991482705396 0.236226229047385 16.4833333333333
"7863" 6.854054 150.5547 1.22462045406275 79.605017 0.0451703473593876 0.241368296461957 0.275990201762113 23.94
"7864" 7.624314 149.6803 1.22352256456704 78.795478 0.0405348205753331 0.205594985959862 0.290418028077868 14.4866666666667
"7865" 6.745983 145.1874 1.22324118894326 77.460072 0.146161486028056 0.303987301370362 0.220568609275449 10.24
"7866" 5.609295 142.4583 1.22338753147879 77.462053 0.15745789800679 0.530525063276104 0.127509180970476 10.33
"7867" 4.931869 137.9589 1.22313814713253 76.756463 0.132796329342892 0.342778657867132 0.0510716722845571 14.24
"7868" 7.028832 135.0347 1.22304355262838 71.69889 0.163902622797074 0.476192496541623 0.0801863235966103 42.5933333333333
"7869" 7.288568 135.8507 1.22228347181604 71.486836 0.134336813486545 0.42214909257466 0.0905313984685278 39.5633333333333
"7870" 7.054687 135.4913 1.22275808841836 71.918879 0.121352471059311 0.468474728317848 0.0432282970229533 38.6166666666667
"7871" 7.185181 136.6262 1.22274254539884 71.720909 0.158396148962705 0.502947186664826 0.0603835887107285 39.7133333333333
"7872" 7.103809 136.8236 1.22258631920527 71.001387 0.136049575657228 0.560369530926441 0.0516699229960407 40.6066666666667
"7873" 6.973513 136.0484 1.22272289126251 71.211898 0.146509370528169 0.51369648334786 0.0623705755182236 38.0566666666667
"7874" 6.89898 136.0126 1.22272459470823 70.946681 0.150313089761095 0.548144274139385 0.0623497964294247 40.72
"7875" 6.951443 136.2271 1.2222662881939 70.596166 0.144244583462743 0.520405417545782 0.0407898066997498 40.11
"7876" 7.270621 136.0084 1.22268460957226 70.679679 0.143072923206972 0.482241226986272 0.0623992104914559 41.5133333333333
"7877" 7.598138 136.5535 1.2224809634852 70.144286 0.139865451246082 0.414530578119103 0.0606221791550591 39.8166666666667
"7878" 7.568225 135.9522 1.221927622917 69.799525 0.128923320857929 0.467906708405195 0.0594043235468452 42.55
"7879" 7.71718 136.4139 1.22144130412578 68.778527 0.142556348303396 0.46150320925331 0.109828051920524 42.0466666666667
"7880" 7.335034 136.2831 1.22140427260123 68.438328 0.134695231133216 0.504602501001483 0.0706936497960658 46.8533333333333
"7881" 7.441036 133.9854 1.22094826966769 68.454395 0.150086358942491 0.526490589290341 0.0256547931622374 54.1666666666667
"7882" 7.925383 136.1157 1.22091273305627 68.411348 0.164512175626086 0.474567321459216 0.103566704551258 52.7033333333333
"7883" 8.75595 138.9513 1.22055678936945 67.413759 0.172044495457375 0.591457632212063 0.10637239658224 49.5133333333333
"7884" 8.681449 140.3252 1.22071720686699 68.085034 0.162321865854421 0.519966351181152 0.0768460979293566 43.15
"7885" 7.982899 138.6636 1.22130361476326 68.528584 0.134850509821056 0.503376192745617 0.0966159780170923 40.2866666666667
"7886" 8.261755 137.3683 1.22159987899421 68.354021 0.183484017620953 0.416317737859143 0.069065230870425 37.4566666666667
"7887" 7.929714 139.1299 1.22216104807732 69.939968 0.169048215358082 0.464906742173404 0.0783482924329696 42.32
"7888" 8.420461 139.9286 1.22163040039093 69.121901 0.130127317257333 0.528730019976257 0.0153499778859098 45.4166666666667
"7889" 8.773048 141.608 1.22236769392123 70.059782 0.140158015777413 0.424626991312027 0.0594487608053237 39.75
"7890" 8.51352 141.5386 1.22281813521548 70.57514 0.135227496969526 0.544950107472666 0.0543731937966813 40.1066666666667
"7891" 10.48982 145.3022 1.22214442908938 69.777505 0.154845269032262 0.465289600720591 0.227833571214483 60.82
"7892" 12.05586 148.8749 1.22149187711182 67.933284 0.0283723019344949 0.205167998494945 0.372515329745835 67.92
"7893" 11.91497 149.5243 1.21988623444256 67.152312 0.0175230151649564 0.224844797359715 0.322175454609059 71.49
"7894" 12.05093 148.5417 1.22055758245051 67.947567 0.0176849006674174 0.217495459138916 0.267122149481915 76.01
"7895" 12.24212 150.6687 1.22168298819588 68.336763 0.0337734804102557 0.244037213253649 0.244383144350616 79.16
"7896" 12.6589 151.1718 1.22064808218586 68.012235 0.0298264857136086 0.217281647510407 0.310677628002544 83.0866666666667
"7897" 12.86631 152.0946 1.22133159300955 67.600622 0.0308900298531591 0.208361404433136 0.275654980344001 83.4566666666667
"7898" 12.34419 150.6735 1.22050371672483 67.513935 0.0371942022927385 0.25190913507514 0.277150517350285 77.1666666666667
"7899" 12.03395 149.7105 1.22053570389114 67.64585 0.0252373659521603 0.234639511894473 0.301270004701869 68.94
"7900" 12.11235 150.2116 1.22081221114326 67.679771 0.040406130932478 0.243884517670142 0.294474089893877 74.55
"7901" 12.25927 153.0989 1.21985177694263 66.063672 0.0227443966891993 0.153629380557767 0.30167823043971 74.6966666666667
"7902" 11.84621 150.2509 1.21986416472704 65.982342 0.0329174731834063 0.209564566237027 0.260319914271715 75.5633333333333
"7903" 11.6247 150.174 1.21999049868026 66.041257 0.0377706435434893 0.200349693458356 0.275798937348943 68.3533333333333
"7904" 11.70119 150.102 1.22005835894722 66.058515 0.0341464415157775 0.200980264569167 0.244430260753579 71.87
"7905" 11.99206 151.4927 1.2206656271289 67.033688 0.0340661988015404 0.17360514526419 0.268232747456229 77.6133333333333
"7906" 12.54815 154.4997 1.22025540715237 66.135878 0.0214836609380666 0.112890024484724 0.292817814279368 79.9266666666667
"7907" 12.66289 156.8035 1.22019459428717 65.716134 0.0246883689268406 0.0829445756199257 0.29314377885316 76.2266666666667
"7908" 12.65679 159.1479 1.22008643293118 65.30095 0.0218017601619368 0.028039725398002 0.249128970647421 73.77
"7909" 12.554 161.8096 1.21969921234902 64.454715 0.0242340050979767 0.0766051089674434 0.2523847239267 72.39
"7910" 12.18574 163.0867 1.2193417412862 63.995298 0.0181158797085774 0.103872619395021 0.226247841487823 69.8366666666667
"7911" 12.23163 163.1851 1.21889553254688 63.60134 0.0182986568429555 0.0859987194377283 0.217847043429826 73.39
"7912" 12.2746 162.9392 1.21867963198273 63.741585 0.0323418930148437 0.0747254869911026 0.238602934469958 63.8033333333333
"7913" 11.65915 161.8104 1.21810873077469 63.646171 0.0127596694441705 0.0635556371595043 0.258794737249087 61.3933333333333
"7914" 11.47115 164.0267 1.21790212938779 63.405948 0.0237324505389608 0.0938083501060581 0.229191627395982 54.8033333333333
"7915" 11.21912 164.5174 1.21769954996674 63.594595 0.0137779166280421 0.0850607464512092 0.232596158210894 53.7966666666667
"7916" 11.21463 163.5869 1.21726153596133 63.142912 0.0158493414406004 0.0868098292506677 0.240956636506618 50.4133333333333
"7917" 10.90246 161.6801 1.21613825737144 62.287356 0.0176083837959506 0.0292358692474815 0.155730077280076 48.2766666666667
"7918" 10.94862 163.3263 1.21536004912491 61.173721 0.0186428061253382 0.0200550660604509 0.174045267905937 45.1566666666667
"7919" 10.8984 163.582 1.21474636659916 61.089613 0.0154335498788813 0.0269093747631729 0.139760043791981 41.5466666666667
"7920" 10.1245 165.5147 1.21154790168843 58.328737 0.0184296706010173 0.0402426516792994 0.0964566294223003 45.7433333333333
"7921" 10.0631 164.2092 1.21018909406892 57.738 0.0145843825461339 0.00978137607165112 0.105143623361345 44.33
"7922" 10.36193 165.4325 1.20761983541385 54.921779 0.0381459245526654 0.0277143117987317 0.13165923357768 43.2333333333333
"7923" 10.72949 166.0885 1.20671304352356 54.858896 0.0264121500649145 0.00808030891590149 0.178187538927687 45.53
"7924" 10.60283 165.4957 1.20582622386961 53.82461 0.0319463954434807 0.0261364363424107 0.13112900165192 42.6466666666667
"7925" 11.1314 168.3439 1.20553861866769 52.426914 0.0332161902366279 0.0594877007175031 0.12575511608455 55.09
"7926" 11.17652 176.841 1.20493156844223 51.466816 0.0455236782111069 0.0371049202297851 0.16255855479245 37.9833333333333
"7927" 10.3335 180.7586 1.20569056574022 49.487707 0.0271531426912469 0.112692645719283 0.150705670672708 52.1433333333333
"7928" 9.720636 187.8042 1.20486656874906 49.517461 0.0325962107829159 0.163778593121145 0.252586094968952 43.7833333333333
"7929" 9.827087 182.287 1.20402492215615 48.904507 0.0502120211208062 0.0884031473513883 0.276294418482443 29.9233333333333
"7930" 9.658949 175.726 1.20279584406872 48.015425 0.0277386079996902 0.0383048746648709 0.244414465498195 27.79
"7931" 9.096464 173.0277 1.20194133360876 47.599696 0.0206755394183938 0.102184746628413 0.213189303744123 26.6366666666667
"7932" 8.823619 175.7211 1.20247582181777 47.900372 0.0380647781822855 0.162520273764007 0.0926651299233814 22.66
"7933" 9.178227 186.8452 1.20217939040885 47.170181 0.0250183722847561 0.177655914987965 0.18555823025298 29.23
"7934" 8.38378 190.1022 1.19968989958254 45.357106 0.0356531063553671 0.15749111601796 0.206028276577915 24.9466666666667
"7935" 7.832565 196.1774 1.20072925943397 46.357073 0.0301317767551243 0.0738344147692355 0.185383635771085 13.6166666666667
"7936" 5.488986 200.7837 1.19978672227105 45.955181 0.0833095220137198 0.11190815981682 0.297704258249038 3.10333333333333
"7937" 5.08177 200.583 1.19954967664025 45.928005 0.0452894365545863 0.282007350250469 0.271143023514721 1.55
"7938" 4.582281 191.2041 1.19946883661514 45.520163 0.0341716712702691 0.431157121105177 0.303615126077394 1.18666666666667
"7939" 4.493168 183.5255 1.2003722615801 46.880168 0.11802843784163 0.455587726493482 0.791117690468909 1.30333333333333
"7940" 3.761659 185.2333 1.20077656770311 47.726799 0.0689052888632383 0.709521864934314 0.757273232571602 2.69333333333333
"7941" 5.609359 133.2124 1.19801912610046 50.417454 0.170513778847102 0.550917750659498 0.0188248465735662 35.0766666666667
"7942" 8.818342 145.8408 1.19931486371054 51.89172 0.140873420423023 0.00266787679767647 0.238864190646944 47.0733333333333
"7943" 9.662847 146.581 1.1992929999048 51.39104 0.110223208542989 0.154361435922184 0.241275566080566 59.0266666666667
"7944" 9.883769 150.3811 1.19878186540173 49.777125 0.0600184403338443 0.161973924446499 0.282967608425255 28.2133333333333
"7945" 7.631868 144.4978 1.19826976315299 46.585989 0.123260832079381 0.0419718444813463 0.310405261434423 23.9366666666667
"7946" 8.930054 146.8978 1.19650911717542 43.964962 0.0737562729183945 0.167734845929007 0.185331711882754 22.46
"7947" 8.829152 147.3506 1.19907374564016 46.512594 0.076872580741616 0.350429096195078 0.257005526866746 36.21
"7948" 10.29576 149.9011 1.19888496934048 47.366962 0.0724472404174145 0.253516345359722 0.237275109548164 63.37
"7949" 10.52228 155.0675 1.19993388504414 49.271288 0.0306121011795923 0.180030635321839 0.240765617482657 57.21
"7950" 10.1459 160.0851 1.19951084771003 48.835871 0.0481755586000256 0.0897199727564883 0.218915511607569 32.6166666666667
"7951" 9.480868 165.2279 1.19772777040782 47.103927 0.0338571531636133 0.000817374318154367 0.126327182461115 36.9633333333333
"7952" 6.679565 205.1211 1.21271734643272 60.590718 0.0789526413770957 0.132499288859705 0.0782976653279942 17.63
"7953" 6.906341 198.954 1.2127248891267 61.676384 0.0579148640358187 0.191000212660881 0.142956829507807 14.1
"7954" 5.657428 201.7613 1.21443681413418 63.384128 0.0759962477648854 0.297392626410224 0.210497744961612 13.7
"7955" 4.31313 226.9374 1.2162493556777 63.745157 0.123309986019434 0.395241998666654 0.00762352297051795 4.49333333333333
"7956" 4.430937 157.5957 1.213165438389 62.056653 0.0690924515514438 0.393500646991786 0.989765445236934 6.14666666666667
"7957" 5.918897 163.756 1.21182448383056 62.489094 0.0629070416329259 0.0594667536307856 0.788657249314161 8.99
"7958" 4.274027 198.6612 1.22211662021142 68.602377 0.116006520314448 0.802254408075731 0.490345412815244 5.34333333333333
"7959" 5.072162 204.8443 1.22267498364627 69.407747 0.0877952242061669 0.682422610834778 0.553077956185644 7.32666666666667
"7960" 5.153336 204.3791 1.22269828769357 69.595998 0.0502528653284009 0.63862841545095 0.592827197168882 8.88333333333333
"7961" 5.173577 209.7827 1.22273684266812 70.066129 0.0728566328480276 0.737769358710968 0.54639144951698 7.78333333333333
"7962" 5.120889 214.003 1.22161480688164 69.956433 0.0587478853769336 0.832255190622555 0.46998836717773 8.43333333333333
"7963" 5.421734 212.3852 1.22097505122382 69.604132 0.0548339332029199 0.809244167751107 0.470592999580031 9.81
"7964" 5.534937 220.5078 1.2208851617215 70.096084 0.0356012001581951 0.53847408883352 0.519671482296153 9.30333333333333
"7965" 5.826335 217.6876 1.22144309696268 70.091123 0.0304212682586909 0.46985199215641 0.479981571145963 11.1766666666667
"7966" 6.233775 220.4357 1.22040698206717 69.951076 0.0171341281967989 0.129918834728447 0.494147190549921 11.71
"7967" 5.823047 220.3497 1.22012867066608 69.533711 0.0293924812902936 0.0433497439874786 0.524458154307993 9.16333333333333
"7968" 5.414292 221.0649 1.22035478268833 69.638252 0.0498585410613244 0.0802536019001895 0.545037241308886 5.05
"7969" 5.041688 217.9709 1.22207570986931 69.991345 0.0540174243229649 0.0314214381390092 0.615948944699886 5.00333333333333
"7970" 4.35836 213.8875 1.22102937700771 70.070691 0.0937079773125671 0.113855543372614 0.83620295267925 1.05333333333333
"7971" 3.858503 266.0854 1.21214037000553 52.710778 0.0393548482403668 0.112057646121686 0.139288859003355 2.47666666666667
"7972" 4.920288 41.71601 1.21869643709146 52.403705 0.0840173176854688 0.24736716678238 0.00244980475487827 13.4766666666667
"7973" 5.393313 42.46508 1.21742057597034 51.102812 0.0646617209125449 0.222457476388633 0.101386730828094 16.2833333333333
"7974" 5.698279 42.73865 1.21611023669092 54.637916 0.077879935327842 0.2315304645115 0.0321531607676156 19.5366666666667
"7975" 5.815541 36.74032 1.21815125779813 58.098829 0.0916298930744362 0.0917796166777185 0.109682985934613 10.6066666666667
"7976" 5.736645 28.7645 1.21796174725687 59.963483 0.104575792993989 0.0104172302843102 0.234019839689141 13.6533333333333
"7977" 5.656465 42.72111 1.21726182346829 68.369296 0.116022498150347 0.236317567924759 0.0189530358698374 7.96666666666667
"7978" 6.286608 25.94461 1.21750997046537 56.421634 0.082263789948411 0.109107499080333 0.0826433606264501 9.21
"7979" 9.543003 35.64483 1.22057674605554 59.714729 0.0723323674948022 0.134343335543936 0.367696566827629 53.25
"7980" 7.830384 34.32572 1.21983662460812 59.721276 0.107922229612239 0.238565918192207 0.302617737165498 25.5266666666667
"7981" 6.744154 29.38966 1.22233937244744 62.054471 0.0564566734389517 0.114092296419878 0.480946929942881 17.1433333333333
"7982" 7.35064 23.37912 1.2241949415161 64.594764 0.0582166042684719 0.245989389313557 0.328937265776705 21.9066666666667
"7983" 7.7005 25.68338 1.22782960047903 68.409961 0.0933650022725797 0.321774951972164 0.289838458263354 19.9533333333333
"7984" 7.52638 32.81638 1.23054329631198 72.67942 0.04999605387982 0.370078592870863 0.461169774416001 18.77
"7985" 7.786276 26.82438 1.23026612919292 73.52625 0.0511651397921163 0.270985910550545 0.287072806750757 18.3366666666667
"7986" 6.51008 334.1453 1.24017016885472 80.697623 0.0952704882274872 0.215669800381212 0.0383466672842307 17.5666666666667
"7987" 7.652864 334.4995 1.24187913768605 83.988934 0.0937194754800294 0.0514543732429094 0.0197390116653068 38.28
"7988" 7.937445 347.3607 1.23908914358041 81.684502 0.0832902023258114 0.191254243037792 0.0833230232987841 48.8166666666667
"7989" 5.873971 346.043 1.25145370807735 91.618536 0.110604512688265 0.384074719332576 0.131466704497567 15.2266666666667
"7990" 6.333522 343.7642 1.25182535810883 91.71157 0.0934501056442213 0.230980975181304 0.118484809107172 20.4766666666667
"7991" 6.24319 341.7049 1.25024514421748 90.830423 0.0829975861698907 0.0370417029259779 0.0357258992412726 22.6466666666667
"7992" 5.821989 343.3725 1.24995365013327 89.829463 0.099822174174496 0.188352545285865 0.0757498538558743 22.3966666666667
"7993" 6.199163 342.1643 1.25067868058084 90.338272 0.0858915147093245 0.197519967308122 0.0777367151166737 23.7366666666667
"7994" 6.077796 341.6109 1.2510472176463 91.156538 0.0947338805053674 0.174006582239738 0.113351884772493 20.37
"7995" 6.313746 337.2878 1.25119108080865 91.801828 0.0898135591770717 0.0640348142518176 0.133867199915867 27.0566666666667
"7996" 5.497214 331.1634 1.2500859105411 87.333603 0.0693209323850227 0.158572286634965 0.0350750963667006 7.96
"7997" 6.625722 328.7098 1.25159999240742 92.065854 0.0565814110522597 0.0394707251490493 0.125616532413714 17.7366666666667
"7998" 6.678186 330.3988 1.25177880369676 92.956126 0.0585114281033802 0.151985146625541 0.0722582104374229 24.5333333333333
"7999" 6.627037 332.6649 1.2516135852157 93.472477 0.0711281074785006 0.24664816385287 0.0448178616844323 30.53
"8000" 6.8269 333.3322 1.25158872688999 93.259827 0.0603597533287436 0.204863924765647 0.0273267712683288 30.0566666666667
"8001" 7.126365 332.8213 1.25162193331366 93.206465 0.0684695072452786 0.19251347675248 0.0256165541620716 33.1533333333333
"8002" 6.785519 333.5548 1.25161258972069 93.178694 0.0768997920424362 0.327565764487324 0.0360380562545687 33.15
"8003" 6.832546 335.1779 1.25220512702301 93.363771 0.0823743740620261 0.35934853420499 0.0894137804318229 34.13
"8004" 6.990001 337.4542 1.25184837929381 93.763878 0.0950328333286361 0.204289437564642 0.171475094806988 29.0566666666667
"8005" 6.535214 338.7687 1.25211961097008 94.146727 0.0808692416193257 0.288050398715535 0.132060958027429 28.19
"8006" 6.717241 338.1092 1.25220432742352 94.435747 0.0983450943624027 0.197274015055559 0.175049694689122 24.97
"8007" 6.368552 337.2488 1.25232315593635 94.719216 0.0905641502181344 0.317066416823926 0.178309521129618 25.4033333333333
"8008" 5.991858 332.9969 1.25265477732486 94.951105 0.0907063718799745 0.425961148972077 0.083019339422972 23.5433333333333
"8009" 6.105062 334.0739 1.2525884597413 95.207992 0.0969173613634063 0.352650894378686 0.0770441934033807 23.56
"8010" 6.240367 338.5225 1.25292041457826 95.298646 0.107202925725362 0.376575016298163 0.148167540037548 19.36
"8011" 5.657941 344.1344 1.25180694390773 95.171689 0.100053818164594 0.65866963136829 0.0167713751320842 21.78
"8012" 6.08227 340.7203 1.25169185618973 94.789635 0.0995925534381078 0.531770328679151 0.152656380545692 17.82
"8013" 5.863834 337.3281 1.25151842477496 94.357986 0.102527970607626 0.507864282865285 0.118350619624281 16.64
"8014" 5.806896 337.446 1.25153414756666 94.211394 0.0918681512463802 0.496820350484928 0.218052135419658 17.5633333333333
"8015" 5.648045 330.5791 1.25161678946659 93.952327 0.0660483937362397 0.348980217546235 0.0914967581808885 10.6333333333333
"8016" 5.700461 329.6763 1.25186135155764 94.234803 0.0708659878560699 0.283211191631105 0.0736395257649933 9.07666666666667
"8017" 6.460071 324.8649 1.25205602825366 94.515688 0.0419625573774654 0.111681715817493 0.164138157116969 8.96
"8018" 6.615505 322.6825 1.25225640447761 94.936824 0.040292660953321 0.0257504358767951 0.215404077388666 6.99333333333333
"8019" 5.855302 327.2396 1.25216605527878 95.311341 0.0661141474854756 0.175645651667719 0.174753981324992 8.42666666666667
"8020" 6.380276 323.4678 1.25217761147771 95.475987 0.0462600520729824 0.115984096603626 0.208543980885126 5.96
"8021" 6.5658 325.3684 1.2521476038776 95.6077 0.0471011605592616 0.0560694142004334 0.225133491761415 8.74333333333333
"8022" 6.637479 328.6398 1.25221916292717 95.696372 0.0719492295192196 0.108001725265294 0.183001871504072 13.0966666666667
"8023" 5.882055 333.5304 1.25206953856744 95.714027 0.0819130048936979 0.497308982224425 0.0848323482803127 18.14
"8024" 6.066231 334.6949 1.25168408949891 95.533116 0.0999834493608964 0.617695143033006 0.0970219557927309 18.4633333333333
"8025" 5.517311 334.9149 1.25266539492604 95.256987 0.114340083421072 0.672264563179298 0.106134500182138 15.8433333333333
"8026" 5.481207 332.1805 1.25260370820958 95.113766 0.0732227773919139 0.545204197816396 0.0875142968947009 11.97
"8027" 6.310362 324.6759 1.25211250642507 95.057828 0.0823471300061708 0.221388975577195 0.149971354982553 10.3733333333333
"8028" 6.696486 319.7206 1.25230432003708 95.064373 0.0326384016930671 0.116664632019759 0.196852562682402 11.6066666666667
"8029" 6.656453 323.4957 1.25253007513587 95.231795 0.0508789140402554 0.107191057044576 0.203155381245771 12.3566666666667
"8030" 6.594061 324.7523 1.25216650550945 95.184784 0.0534874942770472 0.220533243556891 0.168218691248971 14.45
"8031" 6.725806 327.2324 1.25150880187982 94.753135 0.0674075047659715 0.323303863770877 0.159491176962893 14.6366666666667
"8032" 7.134738 329.2052 1.25081563627545 93.438357 0.0701582454744659 0.32799571137066 0.171716068185652 12.6733333333333
"8033" 6.83176 335.6031 1.24950181427654 89.887582 0.102834701453213 0.503464311649689 0.169173588538913 15.4166666666667
"8034" 6.250681 335.2453 1.24916062675992 88.474416 0.11077397806735 0.577250151118739 0.159599721666527 15.02
"8035" 6.043584 335.9307 1.24845165394506 87.712486 0.0950184195338395 0.629400724668549 0.112086860874924 13.4433333333333
"8036" 6.177911 332.5802 1.24839051753022 87.634526 0.0964449957275202 0.439892981679641 0.114397569293873 9.45
"8037" 5.845678 327.8108 1.2491658329514 88.315917 0.0564569584571713 0.179528922735942 0.168680135157547 5.65666666666667
"8038" 5.598131 323.9094 1.25047452879526 89.712029 0.0554889837340355 0.0891574150923885 0.219736784251468 6.85
"8039" 6.13228 311.3292 1.25092577776867 90.878823 0.0433953765972852 0.0247635771783337 0.207012987020039 13.0066666666667
"8040" 6.575407 306.5439 1.25143260529867 92.175751 0.0302587201066033 0.0574241069626158 0.173252326538192 12.1333333333333
"8041" 6.92894 308.8978 1.25288250743781 96.03677 0.0455461730077039 0.167040467587335 0.159761095495012 15.0566666666667
"8042" 7.287734 311.5846 1.25188283528884 96.30873 0.0388891252068201 0.153177060487888 0.187048561914084 20.3333333333333
"8043" 7.238559 312.213 1.25192717191987 96.511264 0.035172041838714 0.218172909505824 0.180088541531728 18.5066666666667
"8044" 7.141907 315.9437 1.25151665009245 96.564825 0.0342838264345923 0.150824787383719 0.180030766672643 11.6433333333333
"8045" 7.032296 315.7807 1.25128829283366 96.485276 0.0345026716736611 0.203696584671531 0.169271449481929 13.6633333333333
"8046" 6.144053 312.979 1.25143878712054 96.469606 0.0972611727144932 0.43743163025784 0.0909805910104317 13.57
"8047" 6.230872 320.1799 1.25100151833921 96.587437 0.0363565966368752 0.429375347218053 0.141491635498097 4.03666666666667
"8048" 6.385377 320.4664 1.25188106980894 96.457508 0.0542342449004969 0.173751334056332 0.152231059166417 3.44333333333333
"8049" 5.66487 318.6671 1.25606582159961 97.869089 0.0562481398513999 0.00462780026774821 0.0618100284990562 3.68333333333333
"8050" 5.091634 322.5072 1.25614333589062 98.114071 0.0728900191961952 0.213303019795277 0.00925203463916277 2.25333333333333
